Path,Size,Size (bytes),Modified
/media/Downloads/qbittorrent/complete/sonarr/[SubsPlease] Isekai Nonbiri Nouka S2 - 08 (1080p) [02B5FDFE]/[SubsPlease] Isekai Nonbiri Nouka S2 - 08 (1080p) [02B5FDFE].mkv,933.41 MiB,978754188,2026-05-25T07:38:59.349096695-07:00
/media/Downloads/qbittorrent/complete/sonarr/[SubsPlease] Isekai Nonbiri Nouka S2 - 10 (1080p) [EAF81DE3].mkv,932.22 MiB,977506958,2026-06-08T07:40:00.306431679-07:00
/media/Downloads/qbittorrent/complete/sonarr/[SubsPlease] Isekai Nonbiri Nouka S2 - 11 (1080p) [288E8C79].mkv,932.17 MiB,977454455,2026-06-15T07:43:00.209612017-07:00
/media/Downloads/qbittorrent/complete/sonarr/Princess.Connect.Re.Dive.S02.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA/Princess.Connect.Re.Dive.S02E03.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA.mkv,924.81 MiB,969738019,2026-06-06T19:47:03.835690068-07:00
/media/Downloads/qbittorrent/complete/sonarr/Clannad (2007) - S02E05 - The Season You Were There [Bluray-1080p][10bit][x265][Opus 2 0][JA EN]-ChucksMux.mkv,924.13 MiB,969016495,2026-06-20T16:58:03.378537757-07:00
/media/Downloads/qbittorrent/complete/sonarr/Clannad (2007) - S01E19 - A New Life [Bluray-1080p][10bit][x265][Opus 2 0][JA EN]-ChucksMux.mkv,918.74 MiB,963371844,2026-06-20T16:46:00.545297182-07:00
/media/Downloads/qbittorrent/complete/sonarr/Clannad (2007) - S02E18 - The Ends of the Earth [Bluray-1080p][10bit][x265][Opus 2 0][JA EN]-ChucksMux.mkv,907.42 MiB,951498032,2026-06-20T17:03:44.391348047-07:00
/media/Downloads/qbittorrent/complete/sonarr/Clannad (2007) - S02E10 - A Season of Beginnings [Bluray-1080p][10bit][x265][Opus 2 0][JA EN]-ChucksMux.mkv,901.23 MiB,945005428,2026-06-20T17:01:01.11687528-07:00
/media/Downloads/qbittorrent/complete/sonarr/Clannad (2007) - S02E09 - Along the Path [Bluray-1080p][10bit][x265][Opus 2 0][JA EN]-ChucksMux.mkv,900.05 MiB,943766329,2026-06-20T16:59:21.037811371-07:00
/media/Downloads/qbittorrent/complete/sonarr/The.Baby.Sitters.Club.2020.S01.1080p.NF.WEB-DL.DDP5.1.H.264-SKGTV/The.Baby.Sitters.Club.2020.S01E08.1080p.WEB.h264-SKGTV.mkv,899.94 MiB,943655800,2026-06-14T21:37:00.158763284-07:00
/media/Downloads/qbittorrent/complete/sonarr/Princess.Connect.Re.Dive.S01.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA/Princess.Connect.Re.Dive.S01E12.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA.mkv,899.2 MiB,942879013,2026-06-06T19:47:00.275724995-07:00
/media/Downloads/qbittorrent/complete/sonarr/Rick.and.Morty.S09E02.MULTi.1080p.WEB.H264-FW/Rick.and.Morty.S09E02.MULTi.1080p.WEB.H264-FW.mkv,873.94 MiB,916394193,2026-06-02T19:56:04.391535587-07:00
/media/Downloads/qbittorrent/complete/sonarr/The.Helpful.Fox.Senko-san.S01.1080p.BluRay.10-Bit.Dual-Audio.FLAC5.1.x265-YURASUKA/The.Helpful.Fox.Senko-san.S01E08.1080p.BluRay.10-Bit.Dual-Audio.FLAC5.1.x265-YURASUKA.mkv,868.82 MiB,911023818,2026-06-07T08:02:00.271251858-07:00
/media/Downloads/qbittorrent/complete/sonarr/Clannad (2007) - S02E07 - Where She Belongs [Bluray-1080p][10bit][x265][Opus 2 0][JA EN]-ChucksMux.mkv,864.63 MiB,906630648,2026-06-20T16:58:03.626535438-07:00
/media/Downloads/qbittorrent/complete/sonarr/Clannad (2007) - S02E03 - Hearts Out of Synch [Bluray-1080p][10bit][x265][Opus 2 0][JA EN]-ChucksMux.mkv,861.72 MiB,903582934,2026-06-20T16:58:02.486546101-07:00
/media/Downloads/qbittorrent/complete/sonarr/Clannad (2007) - S02E15 - In the Remains of Summer [Bluray-1080p][10bit][x265][Opus 2 0][JA EN]-ChucksMux.mkv,861.62 MiB,903472964,2026-06-20T17:01:28.99661449-07:00
/media/Downloads/qbittorrent/complete/sonarr/Princess.Connect.Re.Dive.S02.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA/Princess.Connect.Re.Dive.S02E07.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA.mkv,858.31 MiB,900008461,2026-06-06T19:47:03.835690068-07:00
/media/Downloads/qbittorrent/complete/sonarr/The.Baby.Sitters.Club.2020.S01.1080p.NF.WEB-DL.DDP5.1.H.264-SKGTV/The.Baby.Sitters.Club.2020.S01E07.1080p.WEB.h264-SKGTV.mkv,838.58 MiB,879320056,2026-06-14T21:37:00.158763284-07:00
/media/Downloads/qbittorrent/complete/sonarr/Princess.Connect.Re.Dive.S01.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA/Princess.Connect.Re.Dive.S01E02.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA.mkv,830.13 MiB,870454071,2026-06-06T19:47:00.271725034-07:00
/media/Downloads/qbittorrent/complete/sonarr/Clannad (2007) - S02E19 - The Road Home [Bluray-1080p][10bit][x265][Opus 2 0][JA EN]-ChucksMux.mkv,820.05 MiB,859885869,2026-06-20T17:04:09.759110762-07:00
/media/Downloads/qbittorrent/complete/sonarr/Mission.Yozakura.Family.S02E08.Ais.Errand-Mutsumis.Major.Diet.Mission.1080p.DSNP.WEB-DL.AAC2.0.H.264-VARYG.mkv,818.91 MiB,858685224,2026-06-02T19:55:33.019582771-07:00
/media/Downloads/qbittorrent/complete/sonarr/Princess.Connect.Re.Dive.S01.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA/Princess.Connect.Re.Dive.S01E13.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA.mkv,791.34 MiB,829782961,2026-06-06T19:47:00.271725034-07:00
/media/Downloads/qbittorrent/complete/cross-seed/DarkPeers/Rick.and.Morty.S09E03.Rick.Fu.Hustle.1080p.AMZN.WEB-DL.DDP5.1.H.264-playWEB.mkv--c614ea15/Rick.and.Morty.S09E03.Rick.Fu.Hustle.1080p.AMZN.WEB-DL.DDP5.1.H.264-playWEB.mkv,783 MiB,821039880,2026-06-07T20:35:00.27165134-07:00
/media/Downloads/qbittorrent/complete/cross-seed/TorrentLeech/Rick.and.Morty.S09E03.Rick.Fu.Hustle.1080p.AMZN.WEB-DL.DDP5.1.H.264-playWEB.mkv--004abe63/Rick.and.Morty.S09E03.Rick.Fu.Hustle.1080p.AMZN.WEB-DL.DDP5.1.H.264-playWEB.mkv,783 MiB,821039880,2026-06-07T20:35:00.27165134-07:00
/media/Downloads/qbittorrent/complete/sonarr/Rick.and.Morty.S09E03.Rick.Fu.Hustle.1080p.AMZN.WEB-DL.DDP5.1.H.264-playWEB.mkv,783 MiB,821039880,2026-06-07T20:35:00.27165134-07:00
/media/Downloads/qbittorrent/complete/sonarr/Princess.Connect.Re.Dive.S02.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA/Princess.Connect.Re.Dive.S02E02.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA.mkv,781.07 MiB,819014851,2026-06-06T19:47:03.835690068-07:00
/media/Downloads/qbittorrent/complete/sonarr/The.Baby.Sitters.Club.2020.S01.1080p.NF.WEB-DL.DDP5.1.H.264-SKGTV/The.Baby.Sitters.Club.2020.S01E02.1080p.WEB.h264-SKGTV.mkv,769.27 MiB,806637235,2026-06-14T21:35:12.50771662-07:00
/media/Downloads/qbittorrent/complete/sonarr/The.Helpful.Fox.Senko-san.S01.1080p.BluRay.10-Bit.Dual-Audio.FLAC5.1.x265-YURASUKA/The.Helpful.Fox.Senko-san.S01E12.1080p.BluRay.10-Bit.Dual-Audio.FLAC5.1.x265-YURASUKA.mkv,758.01 MiB,794826091,2026-06-07T08:02:00.271251858-07:00
/media/Downloads/qbittorrent/complete/sonarr/The.Helpful.Fox.Senko-san.S01.1080p.BluRay.10-Bit.Dual-Audio.FLAC5.1.x265-YURASUKA/The.Helpful.Fox.Senko-san.S01E01.1080p.BluRay.10-Bit.Dual-Audio.FLAC5.1.x265-YURASUKA.mkv,754.2 MiB,790836354,2026-06-07T07:55:00.811876938-07:00
/media/Downloads/qbittorrent/complete/sonarr/The.Baby.Sitters.Club.2020.S01.1080p.NF.WEB-DL.DDP5.1.H.264-SKGTV/The.Baby.Sitters.Club.2020.S01E05.1080p.WEB.h264-SKGTV.mkv,753.12 MiB,789699470,2026-06-14T21:37:00.158763284-07:00
/media/Downloads/qbittorrent/complete/sonarr/The.Helpful.Fox.Senko-san.S01.1080p.BluRay.10-Bit.Dual-Audio.FLAC5.1.x265-YURASUKA/The.Helpful.Fox.Senko-san.S01E05.1080p.BluRay.10-Bit.Dual-Audio.FLAC5.1.x265-YURASUKA.mkv,744.23 MiB,780381952,2026-06-07T08:02:00.271251858-07:00
/media/Downloads/qbittorrent/complete/sonarr/Princess.Connect.Re.Dive.S01.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA/Princess.Connect.Re.Dive.S01E08.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA.mkv,733.54 MiB,769170699,2026-06-06T19:47:00.271725034-07:00
/media/Downloads/qbittorrent/complete/sonarr/Princess.Connect.Re.Dive.S02.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA/Princess.Connect.Re.Dive.S02E06.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA.mkv,730.69 MiB,766182563,2026-06-06T19:47:03.835690068-07:00
/media/Downloads/qbittorrent/complete/sonarr/Rick.and.Morty.S09E04.A.Ricker.Runs.Through.It.1080p.AMZN.WEB-DL.DDP5.1.H.264-N1H4L.mkv,729.98 MiB,765441224,2026-06-14T20:33:00.275790961-07:00
/media/Downloads/qbittorrent/complete/sonarr/Princess.Connect.Re.Dive.S02.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA/Princess.Connect.Re.Dive.S02E08.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA.mkv,718.45 MiB,753350946,2026-06-06T19:47:03.835690068-07:00
/media/Downloads/qbittorrent/complete/sonarr/The.Helpful.Fox.Senko-san.S01.1080p.BluRay.10-Bit.Dual-Audio.FLAC5.1.x265-YURASUKA/The.Helpful.Fox.Senko-san.S01E10.1080p.BluRay.10-Bit.Dual-Audio.FLAC5.1.x265-YURASUKA.mkv,717.43 MiB,752284948,2026-06-07T08:02:00.267251904-07:00
/media/Downloads/qbittorrent/complete/sonarr/Princess.Connect.Re.Dive.S01.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA/Princess.Connect.Re.Dive.S01E11.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA.mkv,714.82 MiB,749541233,2026-06-06T19:47:00.275724995-07:00
/media/Downloads/qbittorrent/complete/sonarr/Princess.Connect.Re.Dive.S01.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA/Princess.Connect.Re.Dive.S01E01.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA.mkv,709.29 MiB,743746316,2026-06-06T19:47:00.271725034-07:00
/media/Downloads/qbittorrent/complete/sonarr/The.Helpful.Fox.Senko-san.S01.1080p.BluRay.10-Bit.Dual-Audio.FLAC5.1.x265-YURASUKA/The.Helpful.Fox.Senko-san.S01E04.1080p.BluRay.10-Bit.Dual-Audio.FLAC5.1.x265-YURASUKA.mkv,704.28 MiB,738489976,2026-06-07T08:02:00.271251858-07:00
/media/Downloads/qbittorrent/complete/sonarr/The.Helpful.Fox.Senko-san.S01.1080p.BluRay.10-Bit.Dual-Audio.FLAC5.1.x265-YURASUKA/The.Helpful.Fox.Senko-san.S01E02.1080p.BluRay.10-Bit.Dual-Audio.FLAC5.1.x265-YURASUKA.mkv,693.33 MiB,727006270,2026-06-07T08:01:05.463863858-07:00
/media/Downloads/qbittorrent/complete/sonarr/Princess.Connect.Re.Dive.S01.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA/Princess.Connect.Re.Dive.S01E06.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA.mkv,692.2 MiB,725825158,2026-06-06T19:47:00.275724995-07:00
/media/Downloads/qbittorrent/complete/sonarr/The.Helpful.Fox.Senko-san.S01.1080p.BluRay.10-Bit.Dual-Audio.FLAC5.1.x265-YURASUKA/The.Helpful.Fox.Senko-san.S01E06.1080p.BluRay.10-Bit.Dual-Audio.FLAC5.1.x265-YURASUKA.mkv,689.2 MiB,722682635,2026-06-07T08:02:00.271251858-07:00
/media/Downloads/qbittorrent/complete/sonarr/The.Helpful.Fox.Senko-san.S01.1080p.BluRay.10-Bit.Dual-Audio.FLAC5.1.x265-YURASUKA/The.Helpful.Fox.Senko-san.S01E03.1080p.BluRay.10-Bit.Dual-Audio.FLAC5.1.x265-YURASUKA.mkv,676.79 MiB,709664173,2026-06-07T08:00:27.724279193-07:00
/media/Downloads/qbittorrent/complete/sonarr/The.Helpful.Fox.Senko-san.S01.1080p.BluRay.10-Bit.Dual-Audio.FLAC5.1.x265-YURASUKA/The.Helpful.Fox.Senko-san.S01E07.1080p.BluRay.10-Bit.Dual-Audio.FLAC5.1.x265-YURASUKA.mkv,672.88 MiB,705567088,2026-06-07T08:02:00.271251858-07:00
/media/Downloads/qbittorrent/complete/sonarr/Princess.Connect.Re.Dive.S01.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA/Princess.Connect.Re.Dive.S01E09.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA.mkv,670.35 MiB,702911942,2026-06-06T19:47:00.275724995-07:00
/media/Downloads/qbittorrent/complete/sonarr/Princess.Connect.Re.Dive.S01.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA/Princess.Connect.Re.Dive.S01E04.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA.mkv,658.91 MiB,690920620,2026-06-06T19:47:00.271725034-07:00
/media/Downloads/qbittorrent/complete/sonarr/The.Helpful.Fox.Senko-san.S01.1080p.BluRay.10-Bit.Dual-Audio.FLAC5.1.x265-YURASUKA/The.Helpful.Fox.Senko-san.S01E09.1080p.BluRay.10-Bit.Dual-Audio.FLAC5.1.x265-YURASUKA.mkv,655.58 MiB,687422767,2026-06-07T08:01:16.171746014-07:00
/media/Downloads/qbittorrent/complete/sonarr/Plastic.Memories.S01.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA/Plastic.Memories.S01E03.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA.mkv,643.02 MiB,674256035,2026-06-06T17:53:00.295565148-07:00
/media/Downloads/qbittorrent/complete/sonarr/The.Helpful.Fox.Senko-san.S01.1080p.BluRay.10-Bit.Dual-Audio.FLAC5.1.x265-YURASUKA/The.Helpful.Fox.Senko-san.S01E11.1080p.BluRay.10-Bit.Dual-Audio.FLAC5.1.x265-YURASUKA.mkv,638.57 MiB,669591076,2026-06-07T08:02:00.271251858-07:00
/media/Downloads/qbittorrent/complete/sonarr/Plastic.Memories.S01.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA/Plastic.Memories.S01E04.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA.mkv,631.47 MiB,662141311,2026-06-06T17:53:00.299565108-07:00
/media/Downloads/qbittorrent/complete/sonarr/Plastic.Memories.S01.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA/Plastic.Memories.S01E05.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA.mkv,623.37 MiB,653652495,2026-06-06T17:53:00.295565148-07:00
/media/Downloads/qbittorrent/complete/sonarr/Plastic.Memories.S01.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA/Plastic.Memories.S01E07.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA.mkv,623.07 MiB,653334131,2026-06-06T17:53:00.299565108-07:00
/media/Downloads/qbittorrent/complete/sonarr/Princess.Connect.Re.Dive.S01.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA/Princess.Connect.Re.Dive.S01E05.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA.mkv,621.02 MiB,651186913,2026-06-06T19:47:00.275724995-07:00
/media/Downloads/qbittorrent/complete/sonarr/Plastic.Memories.S01.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA/Plastic.Memories.S01E12.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA.mkv,614.16 MiB,643991891,2026-06-06T17:53:00.295565148-07:00
/media/Downloads/qbittorrent/complete/sonarr/Plastic.Memories.S01.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA/Plastic.Memories.S01E01.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA.mkv,605.63 MiB,635044065,2026-06-06T17:53:00.295565148-07:00
/media/Downloads/qbittorrent/complete/sonarr/Princess.Connect.Re.Dive.S01.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA/Princess.Connect.Re.Dive.S01E03.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA.mkv,605.53 MiB,634947942,2026-06-06T19:47:00.275724995-07:00
/media/Downloads/qbittorrent/complete/sonarr/Princess.Connect.Re.Dive.S01.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA/Princess.Connect.Re.Dive.S01E10.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA.mkv,602.18 MiB,631427713,2026-06-06T19:47:00.271725034-07:00
/media/Downloads/qbittorrent/complete/sonarr/The.Baby.Sitters.Club.2020.S01.1080p.NF.WEB-DL.DDP5.1.H.264-SKGTV/The.Baby.Sitters.Club.2020.S01E06.1080p.WEB.h264-SKGTV.mkv,592.56 MiB,621344721,2026-06-14T21:37:00.158763284-07:00
/media/Downloads/qbittorrent/complete/sonarr/Plastic.Memories.S01.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA/Plastic.Memories.S01E11.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA.mkv,591.49 MiB,620225841,2026-06-06T17:53:00.295565148-07:00
/media/Downloads/qbittorrent/complete/sonarr/Plastic.Memories.S01.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA/Plastic.Memories.S01E10.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA.mkv,582.04 MiB,610312263,2026-06-06T17:53:00.299565108-07:00
/media/Downloads/qbittorrent/complete/sonarr/Plastic.Memories.S01.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA/Plastic.Memories.S01E02.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA.mkv,577.69 MiB,605749802,2026-06-06T17:53:00.295565148-07:00
/media/Downloads/qbittorrent/complete/sonarr/Plastic.Memories.S01.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA/Plastic.Memories.S01E09.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA.mkv,542.04 MiB,568371753,2026-06-06T17:53:00.295565148-07:00
/media/Downloads/qbittorrent/complete/sonarr/Plastic.Memories.S01.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA/Plastic.Memories.S01E08.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA.mkv,535.05 MiB,561037583,2026-06-06T17:53:00.299565108-07:00
/media/Downloads/qbittorrent/complete/sonarr/Plastic.Memories.S01.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA/Plastic.Memories.S01E06.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA.mkv,529.22 MiB,554925487,2026-06-06T17:53:00.295565148-07:00
/media/Downloads/qbittorrent/complete/sonarr/Plastic.Memories.S01.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA/Plastic.Memories.S01E13.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA.mkv,525.33 MiB,550847902,2026-06-06T17:53:00.299565108-07:00
/media/Downloads/qbittorrent/complete/sonarr/Ghost.Whisperer.S05E19.1080p.WEB.H264-SHIIIT/Sample/shiiit-ghost.whisperer.s05e19.1080p.web.h264-sample.mkv,68.41 MiB,71737203,2026-06-23T00:26:00.428207673-07:00
/media/Downloads/qbittorrent/complete/sonarr/Ghost.Whisperer.S02E21.1080p.WEB.H264-SHIIIT/Sample/shiiit-ghost.whisperer.s02e21.1080p.web.h264-sample.mkv,63.97 MiB,67072853,2026-06-23T00:40:00.881804993-07:00
/media/Downloads/qbittorrent/complete/sonarr/Ghost.Whisperer.S04E22.1080p.WEB.H264-SHIIIT/Sample/shiiit-ghost.whisperer.s04e22.1080p.web.h264-sample.mkv,63.13 MiB,66198499,2026-06-23T00:57:00.314032807-07:00
/media/Downloads/qbittorrent/complete/sonarr/Ghost.Whisperer.S03E15.1080p.WEB.H264-SHIIIT/Sample/shiiit-ghost.whisperer.s03e15.1080p.web.h264-sample.mkv,56.34 MiB,59076359,2026-06-23T05:31:00.579268659-07:00
/media/Downloads/qbittorrent/complete/sonarr/Ghost.Whisperer.S02E22.1080p.WEB.H264-SHIIIT/Sample/shiiit-ghost.whisperer.s02e22.1080p.web.h264-sample.mkv,56.25 MiB,58982242,2026-06-23T00:42:00.732890803-07:00
/media/Downloads/qbittorrent/complete/sonarr/Ghost.Whisperer.S04E21.1080p.WEB.H264-SHIIIT/Sample/shiiit-ghost.whisperer.s04e21.1080p.web.h264-sample.mkv,54.09 MiB,56712242,2026-06-23T00:55:00.610944457-07:00
/media/Downloads/qbittorrent/complete/sonarr/Ghost.Whisperer.S02E04.1080p.WEB.H264-SHIIIT/Sample/shiiit-ghost.whisperer.s02e04.1080p.web.h264-sample.mkv,53.82 MiB,56433227,2026-06-23T00:42:38.452603085-07:00
/media/Downloads/qbittorrent/complete/sonarr/Ghost.Whisperer.S01E01.1080p.WEB.H264-SHIIIT/Sample/shiiit-ghost.whisperer.s01e01.1080p.web.h264-sample.mkv,53.33 MiB,55921109,2026-06-22T23:27:28.035130826-07:00
/media/Downloads/qbittorrent/complete/sonarr/Ghost.Whisperer.S05E20.1080p.WEB.H264-SHIIIT/Sample/shiiit-ghost.whisperer.s05e20.1080p.web.h264-sample.mkv,50.4 MiB,52845565,2026-06-23T00:28:39.834994267-07:00
/media/Downloads/qbittorrent/complete/sonarr/Ghost.Whisperer.S03E13.1080p.WEB.H264-SHIIIT/Sample/shiiit-ghost.whisperer.s03e13.1080p.web.h264-sample.mkv,47.52 MiB,49829775,2026-06-22T23:32:00.549028673-07:00
/media/Downloads/qbittorrent/complete/sonarr/Rick.and.Morty.S09E02.MULTi.1080p.WEB.H264-FW/Rick.and.Morty.S09E02.MULTi.1080p.WEB.H264-FW.nfo,5.44 KiB,5567,2026-06-02T19:56:01.895535132-07:00
/media/Downloads/qbittorrent/complete/sonarr/[SubsPlease] Class de 2-banme ni Kawaii Onnanoko to Tomodachi ni Natta - 08 (1080p) [35484ADC]/[SubsPlease] Class de 2-banme ni Kawaii Onnanoko to Tomodachi ni Natta - 08 (1080p) [35484ADC].nfo,5.14 KiB,5267,2026-05-26T08:35:16.092199645-07:00
/media/Downloads/qbittorrent/complete/sonarr/[SubsPlease] Tensei Shitara Slime Datta Ken S4 - 09 (1080p) [961605DA]/[SubsPlease] Tensei Shitara Slime Datta Ken S4 - 09 (1080p) [961605DA].nfo,5.12 KiB,5240,2026-06-05T08:39:00.259761139-07:00
/media/Downloads/qbittorrent/complete/sonarr/[SubsPlease] Isekai Nonbiri Nouka S2 - 08 (1080p) [02B5FDFE]/[SubsPlease] Isekai Nonbiri Nouka S2 - 08 (1080p) [02B5FDFE].nfo,4.84 KiB,4960,2026-05-25T07:38:55.02514287-07:00
/media/Downloads/qbittorrent/complete/sonarr/Ghost.Whisperer.S02E04.1080p.WEB.H264-SHIIIT/shiiit-ghost.whisperer.s02e04.1080p.web.h264.srr,3.94 KiB,4034,2026-06-23T00:45:00.635518544-07:00
/media/Downloads/qbittorrent/complete/sonarr/Ghost.Whisperer.S02E21.1080p.WEB.H264-SHIIIT/shiiit-ghost.whisperer.s02e21.1080p.web.h264.srr,3.94 KiB,4034,2026-06-23T00:40:00.877805024-07:00
/media/Downloads/qbittorrent/complete/sonarr/Ghost.Whisperer.S02E22.1080p.WEB.H264-SHIIIT/shiiit-ghost.whisperer.s02e22.1080p.web.h264.srr,3.94 KiB,4034,2026-06-23T00:42:00.732890803-07:00
/media/Downloads/qbittorrent/complete/sonarr/Ghost.Whisperer.S03E13.1080p.WEB.H264-SHIIIT/shiiit-ghost.whisperer.s03e13.1080p.web.h264.srr,3.94 KiB,4034,2026-06-22T23:32:00.545028705-07:00
/media/Downloads/qbittorrent/complete/sonarr/Ghost.Whisperer.S04E21.1080p.WEB.H264-SHIIIT/shiiit-ghost.whisperer.s04e21.1080p.web.h264.srr,3.94 KiB,4034,2026-06-23T00:55:00.610944457-07:00
/media/Downloads/qbittorrent/complete/sonarr/Ghost.Whisperer.S04E22.1080p.WEB.H264-SHIIIT/shiiit-ghost.whisperer.s04e22.1080p.web.h264.srr,3.94 KiB,4034,2026-06-23T00:57:00.310032838-07:00
/media/Downloads/qbittorrent/complete/sonarr/Ghost.Whisperer.S05E20.1080p.WEB.H264-SHIIIT/shiiit-ghost.whisperer.s05e20.1080p.web.h264.srr,3.94 KiB,4034,2026-06-23T00:28:39.834994267-07:00
/media/Downloads/qbittorrent/complete/sonarr/Ghost.Whisperer.S03E15.1080p.WEB.H264-SHIIIT/shiiit-ghost.whisperer.s03e15.1080p.web.h264.srr,3.94 KiB,4033,2026-06-23T05:31:00.57526869-07:00
/media/Downloads/qbittorrent/complete/sonarr/Ghost.Whisperer.S01E01.1080p.WEB.H264-SHIIIT/shiiit-ghost.whisperer.s01e01.1080p.web.h264.srr,3.78 KiB,3870,2026-06-22T23:24:38.272432016-07:00
/media/Downloads/qbittorrent/complete/sonarr/Ghost.Whisperer.S05E19.1080p.WEB.H264-SHIIIT/shiiit-ghost.whisperer.s05e19.1080p.web.h264.srr,3.78 KiB,3869,2026-06-23T00:26:00.428207673-07:00
/media/Downloads/qbittorrent/complete/sonarr/Ghost.Whisperer.S05E20.1080p.WEB.H264-SHIIIT/tvmaze.nfo,2.47 KiB,2534,2026-06-23T00:28:39.834994267-07:00
/media/Downloads/qbittorrent/complete/sonarr/Ghost.Whisperer.S02E04.1080p.WEB.H264-SHIIIT/shiiit-ghost.whisperer.s02e04.1080p.web.h264.nfo,1.54 KiB,1576,2026-06-23T00:45:00.639518514-07:00
/media/Downloads/qbittorrent/complete/sonarr/Ghost.Whisperer.S02E21.1080p.WEB.H264-SHIIIT/shiiit-ghost.whisperer.s02e21.1080p.web.h264.nfo,1.54 KiB,1576,2026-06-23T00:40:00.877805024-07:00
/media/Downloads/qbittorrent/complete/sonarr/Ghost.Whisperer.S02E22.1080p.WEB.H264-SHIIIT/shiiit-ghost.whisperer.s02e22.1080p.web.h264.nfo,1.54 KiB,1576,2026-06-23T00:42:00.732890803-07:00
/media/Downloads/qbittorrent/complete/sonarr/Ghost.Whisperer.S03E13.1080p.WEB.H264-SHIIIT/shiiit-ghost.whisperer.s03e13.1080p.web.h264.nfo,1.54 KiB,1576,2026-06-22T23:32:00.545028705-07:00
/media/Downloads/qbittorrent/complete/sonarr/Ghost.Whisperer.S04E21.1080p.WEB.H264-SHIIIT/shiiit-ghost.whisperer.s04e21.1080p.web.h264.nfo,1.54 KiB,1576,2026-06-23T00:55:00.610944457-07:00
/media/Downloads/qbittorrent/complete/sonarr/Ghost.Whisperer.S04E22.1080p.WEB.H264-SHIIIT/shiiit-ghost.whisperer.s04e22.1080p.web.h264.nfo,1.54 KiB,1576,2026-06-23T00:57:00.310032838-07:00
