Path,Size,Size (bytes),Modified
/media/Downloads/qbittorrent/complete/sonarr/[Asakura] Tensei Shitara Slime Datta Ken 4th Season - 10 [1080p WEB AAC x264] [598E1DEF].mkv,1.36 GiB,1462129801,2026-06-14T10:40:00.235345838-07:00
/media/Downloads/qbittorrent/complete/sonarr/[Asakura] Tensei Shitara Slime Datta Ken 4th Season - 07 [1080p WEB AAC x264] [8AC896FD].mkv,1.36 GiB,1461957645,2026-05-24T10:50:15.394403539-07:00
/media/Downloads/qbittorrent/complete/cross-seed/TorrentLeech/[SubsPlease] Class de 2-banme ni Kawaii Onnanoko to Tomodachi ni Natta - 10 (108--787134eb/[SubsPlease] Class de 2-banme ni Kawaii Onnanoko to Tomodachi ni Natta - 10 (1080p) [20145E3D].mkv,1.35 GiB,1451751643,2026-06-09T08:13:33.817294289-07:00
/media/Downloads/qbittorrent/complete/sonarr/[SubsPlease] Class de 2-banme ni Kawaii Onnanoko to Tomodachi ni Natta - 10 (1080p) [20145E3D].mkv,1.35 GiB,1451751643,2026-06-09T08:13:33.817294289-07:00
/media/Downloads/qbittorrent/complete/cross-seed/TorrentLeech/[SubsPlease] Class de 2-banme ni Kawaii Onnanoko to Tomodachi ni Natta - 11 (108--4fc4319e/[SubsPlease] Class de 2-banme ni Kawaii Onnanoko to Tomodachi ni Natta - 11 (1080p) [B8636FA7].mkv,1.35 GiB,1451653216,2026-06-16T08:14:00.289402521-07:00
/media/Downloads/qbittorrent/complete/sonarr/[SubsPlease] Class de 2-banme ni Kawaii Onnanoko to Tomodachi ni Natta - 11 (1080p) [B8636FA7].mkv,1.35 GiB,1451653216,2026-06-16T08:14:00.289402521-07:00
/media/Downloads/qbittorrent/complete/sonarr/[SubsPlease] Class de 2-banme ni Kawaii Onnanoko to Tomodachi ni Natta - 12 (1080p) [57C30405].mkv,1.35 GiB,1450768841,2026-06-23T08:12:00.338525498-07:00
/media/Downloads/qbittorrent/complete/sonarr/[SubsPlease] Class de 2-banme ni Kawaii Onnanoko to Tomodachi ni Natta - 08 (1080p) [35484ADC]/[SubsPlease] Class de 2-banme ni Kawaii Onnanoko to Tomodachi ni Natta - 08 (1080p) [35484ADC].mkv,1.35 GiB,1449010676,2026-05-26T08:35:25.164116683-07:00
/media/Downloads/qbittorrent/complete/cross-seed/Blutopia/Emily.in.Paris.S05.1080p.NF.WEB-DL.DDP5.1.H.264-FLUX/Emily.in.Paris.S05E10.Veni.Vidi.Venezia.1080p.NF.WEB-DL.DDP5.1.H.264-FLUX.mkv,1.33 GiB,1430034194,2025-12-24T06:15:46.166812008-08:00
/media/Downloads/qbittorrent/complete/cross-seed/DarkPeers/Emily.in.Paris.S05.1080p.NF.WEB-DL.DDP5.1.H.264-FLUX/Emily.in.Paris.S05E10.Veni.Vidi.Venezia.1080p.NF.WEB-DL.DDP5.1.H.264-FLUX.mkv,1.33 GiB,1430034194,2025-12-24T06:15:46.166812008-08:00
/media/Downloads/qbittorrent/complete/cross-seed/TorrentLeech/Emily.in.Paris.S05.1080p.NF.WEB-DL.DDP5.1.H.264-FLUX/Emily.in.Paris.S05E10.Veni.Vidi.Venezia.1080p.NF.WEB-DL.DDP5.1.H.264-FLUX.mkv,1.33 GiB,1430034194,2025-12-24T06:15:46.166812008-08:00
/media/Downloads/qbittorrent/complete/cross-seed/Blutopia/Emily.in.Paris.S05.1080p.NF.WEB-DL.DDP5.1.H.264-FLUX/Emily.in.Paris.S05E03.Intimissimi.Issues.1080p.NF.WEB-DL.DDP5.1.H.264-FLUX.mkv,1.3 GiB,1395008183,2025-12-24T06:13:42.207217251-08:00
/media/Downloads/qbittorrent/complete/cross-seed/DarkPeers/Emily.in.Paris.S05.1080p.NF.WEB-DL.DDP5.1.H.264-FLUX/Emily.in.Paris.S05E03.Intimissimi.Issues.1080p.NF.WEB-DL.DDP5.1.H.264-FLUX.mkv,1.3 GiB,1395008183,2025-12-24T06:13:42.207217251-08:00
/media/Downloads/qbittorrent/complete/cross-seed/TorrentLeech/Emily.in.Paris.S05.1080p.NF.WEB-DL.DDP5.1.H.264-FLUX/Emily.in.Paris.S05E03.Intimissimi.Issues.1080p.NF.WEB-DL.DDP5.1.H.264-FLUX.mkv,1.3 GiB,1395008183,2025-12-24T06:13:42.207217251-08:00
/media/Downloads/qbittorrent/complete/cross-seed/Blutopia/Emily.in.Paris.S05.1080p.NF.WEB-DL.DDP5.1.H.264-FLUX/Emily.in.Paris.S05E05.Bonjour.Paris.1080p.NF.WEB-DL.DDP5.1.H.264-FLUX.mkv,1.27 GiB,1365422498,2025-12-24T06:14:29.811061624-08:00
/media/Downloads/qbittorrent/complete/cross-seed/DarkPeers/Emily.in.Paris.S05.1080p.NF.WEB-DL.DDP5.1.H.264-FLUX/Emily.in.Paris.S05E05.Bonjour.Paris.1080p.NF.WEB-DL.DDP5.1.H.264-FLUX.mkv,1.27 GiB,1365422498,2025-12-24T06:14:29.811061624-08:00
/media/Downloads/qbittorrent/complete/cross-seed/TorrentLeech/Emily.in.Paris.S05.1080p.NF.WEB-DL.DDP5.1.H.264-FLUX/Emily.in.Paris.S05E05.Bonjour.Paris.1080p.NF.WEB-DL.DDP5.1.H.264-FLUX.mkv,1.27 GiB,1365422498,2025-12-24T06:14:29.811061624-08:00
/media/Downloads/qbittorrent/complete/sonarr/The.Baby.Sitters.Club.2020.S01.1080p.NF.WEB-DL.DDP5.1.H.264-SKGTV/The.Baby.Sitters.Club.2020.S01E10.1080p.WEB.h264-SKGTV.mkv,1.25 GiB,1346618324,2026-06-14T21:37:00.158763284-07:00
/media/Downloads/qbittorrent/complete/sonarr/KonoSuba.An.Explosion.on.This.Wonderful.World.S01.1080p.BluRay.10-Bit.Dual-Audio.FLAC2.0.x265-YURASUKA/KonoSuba.An.Explosion.on.This.Wonderful.World.S01E05.1080p.BluRay.10-Bit.Dual-Audio.FLAC2.0.x265-YURASUKA.mkv,1.24 GiB,1336064355,2026-06-02T19:57:43.719868158-07:00
/media/Downloads/qbittorrent/complete/cross-seed/Blutopia/Emily.in.Paris.S05.1080p.NF.WEB-DL.DDP5.1.H.264-FLUX/Emily.in.Paris.S05E02.Got.to.be.Real.1080p.NF.WEB-DL.DDP5.1.H.264-FLUX.mkv,1.24 GiB,1332811969,2025-12-24T06:13:17.007299634-08:00
/media/Downloads/qbittorrent/complete/cross-seed/DarkPeers/Emily.in.Paris.S05.1080p.NF.WEB-DL.DDP5.1.H.264-FLUX/Emily.in.Paris.S05E02.Got.to.be.Real.1080p.NF.WEB-DL.DDP5.1.H.264-FLUX.mkv,1.24 GiB,1332811969,2025-12-24T06:13:17.007299634-08:00
/media/Downloads/qbittorrent/complete/cross-seed/TorrentLeech/Emily.in.Paris.S05.1080p.NF.WEB-DL.DDP5.1.H.264-FLUX/Emily.in.Paris.S05E02.Got.to.be.Real.1080p.NF.WEB-DL.DDP5.1.H.264-FLUX.mkv,1.24 GiB,1332811969,2025-12-24T06:13:17.007299634-08:00
/media/Downloads/qbittorrent/complete/cross-seed/Blutopia/Emily.in.Paris.S05.1080p.NF.WEB-DL.DDP5.1.H.264-FLUX/Emily.in.Paris.S05E09.La.Belle.Epoque.1080p.NF.WEB-DL.DDP5.1.H.264-FLUX.mkv,1.24 GiB,1331949983,2025-12-24T06:15:44.870816245-08:00
/media/Downloads/qbittorrent/complete/cross-seed/DarkPeers/Emily.in.Paris.S05.1080p.NF.WEB-DL.DDP5.1.H.264-FLUX/Emily.in.Paris.S05E09.La.Belle.Epoque.1080p.NF.WEB-DL.DDP5.1.H.264-FLUX.mkv,1.24 GiB,1331949983,2025-12-24T06:15:44.870816245-08:00
/media/Downloads/qbittorrent/complete/cross-seed/TorrentLeech/Emily.in.Paris.S05.1080p.NF.WEB-DL.DDP5.1.H.264-FLUX/Emily.in.Paris.S05E09.La.Belle.Epoque.1080p.NF.WEB-DL.DDP5.1.H.264-FLUX.mkv,1.24 GiB,1331949983,2025-12-24T06:15:44.870816245-08:00
/media/Downloads/qbittorrent/complete/cross-seed/Blutopia/Emily.in.Paris.S05.1080p.NF.WEB-DL.DDP5.1.H.264-FLUX/Emily.in.Paris.S05E01.La.Dolce.Emily.1080p.NF.WEB-DL.DDP5.1.H.264-FLUX.mkv,1.24 GiB,1331606447,2025-12-24T06:13:08.087328796-08:00
/media/Downloads/qbittorrent/complete/cross-seed/DarkPeers/Emily.in.Paris.S05.1080p.NF.WEB-DL.DDP5.1.H.264-FLUX/Emily.in.Paris.S05E01.La.Dolce.Emily.1080p.NF.WEB-DL.DDP5.1.H.264-FLUX.mkv,1.24 GiB,1331606447,2025-12-24T06:13:08.087328796-08:00
/media/Downloads/qbittorrent/complete/cross-seed/TorrentLeech/Emily.in.Paris.S05.1080p.NF.WEB-DL.DDP5.1.H.264-FLUX/Emily.in.Paris.S05E01.La.Dolce.Emily.1080p.NF.WEB-DL.DDP5.1.H.264-FLUX.mkv,1.24 GiB,1331606447,2025-12-24T06:13:08.087328796-08:00
/media/Downloads/qbittorrent/complete/sonarr/Clannad (2007) - S02E13 - Graduation [Bluray-1080p][10bit][x265][Opus 2 0][JA EN]-ChucksMux.mkv,1.22 GiB,1313740031,2026-06-20T17:01:11.36877938-07:00
/media/Downloads/qbittorrent/complete/sonarr/Clannad (2007) - S02E12 - A Sudden Happening [Bluray-1080p][10bit][x265][Opus 2 0][JA EN]-ChucksMux.mkv,1.22 GiB,1313407102,2026-06-20T17:03:44.787344343-07:00
/media/Downloads/qbittorrent/complete/sonarr/Clannad (2007) - S02E04 - With the Same Smile as That Day [Bluray-1080p][10bit][x265][Opus 2 0][JA EN]-ChucksMux.mkv,1.22 GiB,1312896619,2026-06-20T16:59:20.677814738-07:00
/media/Downloads/qbittorrent/complete/sonarr/Clannad (2007) - S02E22 - Small Palms [Bluray-1080p][10bit][x265][Opus 2 0][JA EN]-ChucksMux.mkv,1.21 GiB,1301623958,2026-06-20T17:05:00.626634964-07:00
/media/Downloads/qbittorrent/complete/sonarr/Princess.Connect.Re.Dive.S02.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA/Princess.Connect.Re.Dive.S02E12.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA.mkv,1.21 GiB,1297359034,2026-06-06T19:47:03.835690068-07:00
/media/Downloads/qbittorrent/complete/sonarr/Clannad (2007) - S02E17 - Summertime [Bluray-1080p][10bit][x265][Opus 2 0][JA EN]-ChucksMux.mkv,1.21 GiB,1294746075,2026-06-20T17:01:00.912877188-07:00
/media/Downloads/qbittorrent/complete/sonarr/KonoSuba.An.Explosion.on.This.Wonderful.World.S01.1080p.BluRay.10-Bit.Dual-Audio.FLAC2.0.x265-YURASUKA/KonoSuba.An.Explosion.on.This.Wonderful.World.S01E01.1080p.BluRay.10-Bit.Dual-Audio.FLAC2.0.x265-YURASUKA.mkv,1.2 GiB,1287193584,2026-06-02T19:56:28.923568763-07:00
/media/Downloads/qbittorrent/complete/sonarr/Princess.Connect.Re.Dive.S02.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA/Princess.Connect.Re.Dive.S02E09.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA.mkv,1.18 GiB,1262156287,2026-06-06T19:47:03.835690068-07:00
/media/Downloads/qbittorrent/complete/sonarr/Clannad (2007) - S01E15 - Stuck Problem [Bluray-1080p][10bit][x265][Opus 2 0][JA EN]-ChucksMux.mkv,1.17 GiB,1256591114,2026-06-20T16:46:28.705033897-07:00
/media/Downloads/qbittorrent/complete/sonarr/KonoSuba.An.Explosion.on.This.Wonderful.World.S01.1080p.BluRay.10-Bit.Dual-Audio.FLAC2.0.x265-YURASUKA/KonoSuba.An.Explosion.on.This.Wonderful.World.S01E09.1080p.BluRay.10-Bit.Dual-Audio.FLAC2.0.x265-YURASUKA.mkv,1.17 GiB,1254722706,2026-06-02T19:58:59.0760734-07:00
/media/Downloads/qbittorrent/complete/sonarr/KonoSuba.An.Explosion.on.This.Wonderful.World.S01.1080p.BluRay.10-Bit.Dual-Audio.FLAC2.0.x265-YURASUKA/KonoSuba.An.Explosion.on.This.Wonderful.World.S01E08.1080p.BluRay.10-Bit.Dual-Audio.FLAC2.0.x265-YURASUKA.mkv,1.17 GiB,1253047129,2026-06-02T19:58:39.112178489-07:00
/media/Downloads/qbittorrent/complete/sonarr/KonoSuba.An.Explosion.on.This.Wonderful.World.S01.1080p.BluRay.10-Bit.Dual-Audio.FLAC2.0.x265-YURASUKA/KonoSuba.An.Explosion.on.This.Wonderful.World.S01E02.1080p.BluRay.10-Bit.Dual-Audio.FLAC2.0.x265-YURASUKA.mkv,1.15 GiB,1238208398,2026-06-02T19:56:47.539621524-07:00
/media/Downloads/qbittorrent/complete/sonarr/The.Baby.Sitters.Club.2020.S01.1080p.NF.WEB-DL.DDP5.1.H.264-SKGTV/The.Baby.Sitters.Club.2020.S01E09.1080p.WEB.h264-SKGTV.mkv,1.15 GiB,1236107482,2026-06-14T21:37:00.158763284-07:00
/media/Downloads/qbittorrent/complete/cross-seed/Blutopia/Emily.in.Paris.S05.1080p.NF.WEB-DL.DDP5.1.H.264-FLUX/Emily.in.Paris.S05E08.Fashion.Statement.1080p.NF.WEB-DL.DDP5.1.H.264-FLUX.mkv,1.14 GiB,1222844585,2025-12-24T06:15:44.770816572-08:00
/media/Downloads/qbittorrent/complete/cross-seed/DarkPeers/Emily.in.Paris.S05.1080p.NF.WEB-DL.DDP5.1.H.264-FLUX/Emily.in.Paris.S05E08.Fashion.Statement.1080p.NF.WEB-DL.DDP5.1.H.264-FLUX.mkv,1.14 GiB,1222844585,2025-12-24T06:15:44.770816572-08:00
/media/Downloads/qbittorrent/complete/cross-seed/TorrentLeech/Emily.in.Paris.S05.1080p.NF.WEB-DL.DDP5.1.H.264-FLUX/Emily.in.Paris.S05E08.Fashion.Statement.1080p.NF.WEB-DL.DDP5.1.H.264-FLUX.mkv,1.14 GiB,1222844585,2025-12-24T06:15:44.770816572-08:00
/media/Downloads/qbittorrent/complete/cross-seed/Blutopia/Emily.in.Paris.S05.1080p.NF.WEB-DL.DDP5.1.H.264-FLUX/Emily.in.Paris.S05E07.Second.Chances.1080p.NF.WEB-DL.DDP5.1.H.264-FLUX.mkv,1.12 GiB,1207745250,2025-12-24T06:15:19.478899257-08:00
/media/Downloads/qbittorrent/complete/cross-seed/DarkPeers/Emily.in.Paris.S05.1080p.NF.WEB-DL.DDP5.1.H.264-FLUX/Emily.in.Paris.S05E07.Second.Chances.1080p.NF.WEB-DL.DDP5.1.H.264-FLUX.mkv,1.12 GiB,1207745250,2025-12-24T06:15:19.478899257-08:00
/media/Downloads/qbittorrent/complete/cross-seed/TorrentLeech/Emily.in.Paris.S05.1080p.NF.WEB-DL.DDP5.1.H.264-FLUX/Emily.in.Paris.S05E07.Second.Chances.1080p.NF.WEB-DL.DDP5.1.H.264-FLUX.mkv,1.12 GiB,1207745250,2025-12-24T06:15:19.478899257-08:00
/media/Downloads/qbittorrent/complete/sonarr/Princess.Connect.Re.Dive.S02.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA/Princess.Connect.Re.Dive.S02E05.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA.mkv,1.12 GiB,1201431347,2026-06-06T19:47:03.835690068-07:00
/media/Downloads/qbittorrent/complete/sonarr/The.Baby.Sitters.Club.2020.S01.1080p.NF.WEB-DL.DDP5.1.H.264-SKGTV/The.Baby.Sitters.Club.2020.S01E01.1080p.WEB.h264-SKGTV.mkv,1.11 GiB,1193872866,2026-06-14T21:34:36.488035603-07:00
/media/Downloads/qbittorrent/complete/sonarr/Clannad (2007) - S01E14 - Theory of Everything [Bluray-1080p][10bit][x265][Opus 2 0][JA EN]-ChucksMux.mkv,1.11 GiB,1193184017,2026-06-20T16:44:13.014302563-07:00
/media/Downloads/qbittorrent/complete/sonarr/Princess.Connect.Re.Dive.S02.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA/Princess.Connect.Re.Dive.S02E11.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA.mkv,1.11 GiB,1192111601,2026-06-06T19:47:03.835690068-07:00
/media/Downloads/qbittorrent/complete/sonarr/Clannad (2007) - S01E04 - Lets Find Friends [Bluray-1080p][10bit][x265][Opus 2 0][JA EN]-ChucksMux.mkv,1.1 GiB,1182821430,2026-06-20T16:41:30.135825439-07:00
/media/Downloads/qbittorrent/complete/sonarr/Clannad (2007) - S01E21 - Face Toward the School Festival [Bluray-1080p][10bit][x265][Opus 2 0][JA EN]-ChucksMux.mkv,1.09 GiB,1172583625,2026-06-20T16:44:19.026246352-07:00
/media/Downloads/qbittorrent/complete/sonarr/KonoSuba.An.Explosion.on.This.Wonderful.World.S01.1080p.BluRay.10-Bit.Dual-Audio.FLAC2.0.x265-YURASUKA/KonoSuba.An.Explosion.on.This.Wonderful.World.S01E11.1080p.BluRay.10-Bit.Dual-Audio.FLAC2.0.x265-YURASUKA.mkv,1.09 GiB,1172177598,2026-06-02T19:59:40.403627399-07:00
/media/Downloads/qbittorrent/complete/sonarr/Clannad (2007) - S02E21 - The End of the World [Bluray-1080p][10bit][x265][Opus 2 0][JA EN]-ChucksMux.mkv,1.08 GiB,1160263855,2026-06-20T17:03:43.711354408-07:00
/media/Downloads/qbittorrent/complete/sonarr/Clannad (2007) - S01E22 - Two Shadows [Bluray-1080p][10bit][x265][Opus 2 0][JA EN]-ChucksMux.mkv,1.08 GiB,1155920836,2026-06-20T16:46:28.381036927-07:00
/media/Downloads/qbittorrent/complete/sonarr/Princess.Connect.Re.Dive.S01.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA/Princess.Connect.Re.Dive.S01E07.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA.mkv,1.05 GiB,1132667255,2026-06-06T19:47:00.271725034-07:00
/media/Downloads/qbittorrent/complete/sonarr/Clannad (2007) - S01E12 - Hidden World [Bluray-1080p][10bit][x265][Opus 2 0][JA EN]-ChucksMux.mkv,1.05 GiB,1125124356,2026-06-20T16:42:59.694988079-07:00
/media/Downloads/qbittorrent/complete/sonarr/Princess.Connect.Re.Dive.S02.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA/Princess.Connect.Re.Dive.S02E01.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA.mkv,1.05 GiB,1123739307,2026-06-06T19:47:03.835690068-07:00
/media/Downloads/qbittorrent/complete/sonarr/Clannad (2007) - S01E10 - The Girl Genius Challenge [Bluray-1080p][10bit][x265][Opus 2 0][JA EN]-ChucksMux.mkv,1.04 GiB,1120787456,2026-06-20T16:43:51.170506797-07:00
/media/Downloads/qbittorrent/complete/sonarr/KonoSuba.An.Explosion.on.This.Wonderful.World.S01.1080p.BluRay.10-Bit.Dual-Audio.FLAC2.0.x265-YURASUKA/KonoSuba.An.Explosion.on.This.Wonderful.World.S01E04.1080p.BluRay.10-Bit.Dual-Audio.FLAC2.0.x265-YURASUKA.mkv,1.04 GiB,1117958278,2026-06-02T19:57:24.083770922-07:00
/media/Downloads/qbittorrent/complete/sonarr/KonoSuba.An.Explosion.on.This.Wonderful.World.S01.1080p.BluRay.10-Bit.Dual-Audio.FLAC2.0.x265-YURASUKA/KonoSuba.An.Explosion.on.This.Wonderful.World.S01E03.1080p.BluRay.10-Bit.Dual-Audio.FLAC2.0.x265-YURASUKA.mkv,1.04 GiB,1112809954,2026-06-02T19:57:05.051686901-07:00
/media/Downloads/qbittorrent/complete/sonarr/Princess.Connect.Re.Dive.S02.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA/Princess.Connect.Re.Dive.S02E04.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA.mkv,1.04 GiB,1112583748,2026-06-06T19:47:03.835690068-07:00
/media/Downloads/qbittorrent/complete/sonarr/Clannad (2007) - S02E23 - The Event from One Year Before [Bluray-1080p][10bit][x265][Opus 2 0][JA EN]-ChucksMux.mkv,1.03 GiB,1101068589,2026-06-20T17:05:00.278638219-07:00
/media/Downloads/qbittorrent/complete/sonarr/Clannad (2007) - S01E11 - The After School Rhapsody [Bluray-1080p][10bit][x265][Opus 2 0][JA EN]-ChucksMux.mkv,1.02 GiB,1098500062,2026-06-20T16:42:57.223011192-07:00
/media/Downloads/qbittorrent/complete/sonarr/Clannad (2007) - S02E01 - A Farewell to the End of Summer [Bluray-1080p][10bit][x265][Opus 2 0][JA EN]-ChucksMux.mkv,1.01 GiB,1086380187,2026-06-20T16:56:44.48727568-07:00
/media/Downloads/qbittorrent/complete/sonarr/Clannad (2007) - S02E14 - A New Family [Bluray-1080p][10bit][x265][Opus 2 0][JA EN]-ChucksMux.mkv,1.01 GiB,1085477183,2026-06-20T17:01:47.94443726-07:00
/media/Downloads/qbittorrent/complete/sonarr/KonoSuba.An.Explosion.on.This.Wonderful.World.S01.1080p.BluRay.10-Bit.Dual-Audio.FLAC2.0.x265-YURASUKA/KonoSuba.An.Explosion.on.This.Wonderful.World.S01E10.1080p.BluRay.10-Bit.Dual-Audio.FLAC2.0.x265-YURASUKA.mkv,1.01 GiB,1082874923,2026-06-02T19:59:15.007877596-07:00
/media/Downloads/qbittorrent/complete/sonarr/Clannad (2007) - S01E03 - Once Again After Crying [Bluray-1080p][10bit][x265][Opus 2 0][JA EN]-ChucksMux.mkv,1.01 GiB,1080691827,2026-06-20T16:41:31.027817099-07:00
/media/Downloads/qbittorrent/complete/sonarr/Clannad (2007) - S01E13 - Garden of Memories [Bluray-1080p][10bit][x265][Opus 2 0][JA EN]-ChucksMux.mkv,1 GiB,1077121716,2026-06-20T16:43:47.818538137-07:00
/media/Downloads/qbittorrent/complete/sonarr/Clannad (2007) - S01E18 - Counter Measures [Bluray-1080p][10bit][x265][Opus 2 0][JA EN]-ChucksMux.mkv,1021.06 MiB,1070662130,2026-06-20T16:45:09.38177554-07:00
/media/Downloads/qbittorrent/complete/sonarr/KonoSuba.An.Explosion.on.This.Wonderful.World.S01.1080p.BluRay.10-Bit.Dual-Audio.FLAC2.0.x265-YURASUKA/KonoSuba.An.Explosion.on.This.Wonderful.World.S01E07.1080p.BluRay.10-Bit.Dual-Audio.FLAC2.0.x265-YURASUKA.mkv,1020.23 MiB,1069784111,2026-06-02T19:58:20.264068507-07:00
/media/Downloads/qbittorrent/complete/sonarr/KonoSuba.An.Explosion.on.This.Wonderful.World.S01.1080p.BluRay.10-Bit.Dual-Audio.FLAC2.0.x265-YURASUKA/KonoSuba.An.Explosion.on.This.Wonderful.World.S01E12.1080p.BluRay.10-Bit.Dual-Audio.FLAC2.0.x265-YURASUKA.mkv,1015.39 MiB,1064712107,2026-06-02T19:59:49.31155543-07:00
/media/Downloads/qbittorrent/complete/sonarr/Clannad (2007) - S01E17 - A Room Without Anyone [Bluray-1080p][10bit][x265][Opus 2 0][JA EN]-ChucksMux.mkv,1010 MiB,1059057119,2026-06-20T16:44:41.318037929-07:00
/media/Downloads/qbittorrent/complete/sonarr/The.Baby.Sitters.Club.2020.S01.1080p.NF.WEB-DL.DDP5.1.H.264-SKGTV/The.Baby.Sitters.Club.2020.S01E03.1080p.WEB.h264-SKGTV.mkv,1003.8 MiB,1052556818,2026-06-14T21:35:12.783714176-07:00
/media/Downloads/qbittorrent/complete/sonarr/Clannad (2007) - S02E11 - The Founders Day Festival Promise [Bluray-1080p][10bit][x265][Opus 2 0][JA EN]-ChucksMux.mkv,997.97 MiB,1046447769,2026-06-20T16:59:49.537544799-07:00
/media/Downloads/qbittorrent/complete/sonarr/Clannad (2007) - S01E05 - The Scenery with a Carving [Bluray-1080p][10bit][x265][Opus 2 0][JA EN]-ChucksMux.mkv,996.3 MiB,1044694477,2026-06-20T16:41:31.363813957-07:00
/media/Downloads/qbittorrent/complete/sonarr/Clannad (2007) - S02E06 - Forever by Your Side [Bluray-1080p][10bit][x265][Opus 2 0][JA EN]-ChucksMux.mkv,987.8 MiB,1035783914,2026-06-20T16:58:31.126278219-07:00
/media/Downloads/qbittorrent/complete/sonarr/KonoSuba.An.Explosion.on.This.Wonderful.World.S01.1080p.BluRay.10-Bit.Dual-Audio.FLAC2.0.x265-YURASUKA/KonoSuba.An.Explosion.on.This.Wonderful.World.S01E06.1080p.BluRay.10-Bit.Dual-Audio.FLAC2.0.x265-YURASUKA.mkv,982.67 MiB,1030409246,2026-06-02T19:58:01.279961865-07:00
/media/Downloads/qbittorrent/complete/sonarr/Clannad (2007) - S01E08 - The Wind That Vanishes Into Dusk [Bluray-1080p][10bit][x265][Opus 2 0][JA EN]-ChucksMux.mkv,978.09 MiB,1025598219,2026-06-20T16:43:00.466980861-07:00
/media/Downloads/qbittorrent/complete/cross-seed/Blutopia/Rick.and.Morty.S09E01.There's.Something.About.Morty.1080p.AMZN.WEB-DL.DDP5.1.H.2--0a99a8a1/Rick.and.Morty.S09E01.There's.Something.About.Morty.1080p.AMZN.WEB-DL.DDP5.1.H.264-playWEB.mkv,976.55 MiB,1023988172,2026-05-24T22:51:08.606868016-07:00
/media/Downloads/qbittorrent/complete/cross-seed/Seedpool/Rick.and.Morty.S09E01.There's.Something.About.Morty.1080p.AMZN.WEB-DL.DDP5.1.H.2--85a3c403/Rick.and.Morty.S09E01.There's.Something.About.Morty.1080p.AMZN.WEB-DL.DDP5.1.H.264-playWEB.mkv,976.55 MiB,1023988172,2026-05-24T22:51:08.606868016-07:00
/media/Downloads/qbittorrent/complete/sonarr/Rick.and.Morty.S09E01.There's.Something.About.Morty.1080p.AMZN.WEB-DL.DDP5.1.H.264-playWEB.mkv,976.55 MiB,1023988172,2026-05-24T22:51:08.606868016-07:00
/media/Downloads/qbittorrent/complete/sonarr/The.Baby.Sitters.Club.2020.S01.1080p.NF.WEB-DL.DDP5.1.H.264-SKGTV/The.Baby.Sitters.Club.2020.S01E04.1080p.WEB.h264-SKGTV.mkv,976.36 MiB,1023790410,2026-06-14T21:37:00.158763284-07:00
/media/Downloads/qbittorrent/complete/sonarr/Clannad (2007) - S01E09 - Until the End of the Dream [Bluray-1080p][10bit][x265][Opus 2 0][JA EN]-ChucksMux.mkv,973.28 MiB,1020553537,2026-06-20T16:41:33.959789685-07:00
/media/Downloads/qbittorrent/complete/sonarr/Clannad (2007) - S02E02 - In Search of False Love [Bluray-1080p][10bit][x265][Opus 2 0][JA EN]-ChucksMux.mkv,971.6 MiB,1018799793,2026-06-20T16:56:48.47923834-07:00
/media/Downloads/qbittorrent/complete/sonarr/Clannad (2007) - S01E07 - Star-Shaped Feelings [Bluray-1080p][10bit][x265][Opus 2 0][JA EN]-ChucksMux.mkv,966.73 MiB,1013693138,2026-06-20T16:41:56.631577709-07:00
/media/Downloads/qbittorrent/complete/sonarr/Clannad (2007) - S01E20 - A Hidden Past [Bluray-1080p][10bit][x265][Opus 2 0][JA EN]-ChucksMux.mkv,964.21 MiB,1011044153,2026-06-20T16:45:15.521718134-07:00
/media/Downloads/qbittorrent/complete/sonarr/Clannad (2007) - S02E20 - The Tidal Breezes Mischief [Bluray-1080p][10bit][x265][Opus 2 0][JA EN]-ChucksMux.mkv,953.28 MiB,999582692,2026-06-20T17:03:45.183340639-07:00
/media/Downloads/qbittorrent/complete/sonarr/Princess.Connect.Re.Dive.S02.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA/Princess.Connect.Re.Dive.S02E10.1080p.BluRay.10-Bit.FLAC2.0.x265-YURASUKA.mkv,953.11 MiB,999406399,2026-06-06T19:47:03.835690068-07:00
/media/Downloads/qbittorrent/complete/sonarr/[SubsPlease] Isekai Nonbiri Nouka S2 - 12 (1080p) [12C3D6B8].mkv,934.89 MiB,980308265,2026-06-22T07:26:00.22210573-07:00
